module,cross_tenant_mutation_risk,delete_by_id_risk,credential_session_sensitivity,financial_authority,bulk_mutation,external_side_effects,customer_privacy_impact,audit_compliance_impact,client_asserted_tenant_authority,missing_object_parent_ownership,ownership_inspected_in_service,service_layer_bypass,alternate_route_bypass,internal_caller_exposure,route_count,pending_held_uncertainty,product_blockers,implementation_complexity,testability,risk_reduction_per_slice,overall_severity
geo_zone_management,CRITICAL -- zero tenant predicate means any tenant's TENANT_UPDATE holder can act on any other tenant's zone,HIGH -- delete by object ID with no scoping at all,none,none,no,no external call beyond a best-effort Redis cache delete,LOW (serviceability zone; not customer PII),MEDIUM (business-configuration integrity),YES (worse -- no client tenant_id even exists to assert; total absence),YES -- confirmed by direct inspection of GeoService.delete_zone/update_zone,yes -- inspected this slice,n/a (no ownership exists to bypass),none found this slice,GeoService constructed only via router _svc() (not audited exhaustively this slice),1,LOW -- 2 held candidates share the boundary but do not block this route's closure,none known,LOW -- single route; requires deriving tenant server-side (zone has no verified tenant column path today),HIGH -- guard pattern established this program (inspect.getsource + live route checks),HIGHEST of the 24 -- closes the only completely unscoped cross-tenant destructive mutation remaining,CRITICAL
webhook_endpoint_management,HIGH -- client-supplied tenant_id never compared to caller's own tenant,HIGH -- delete by object ID scoped only by an unverified client value,none,none,no,triggers no external HTTP call on delete (soft delete only),LOW,MEDIUM,YES -- directly inspected,YES -- confirmed (query filters by client tenant_id but never validates it against actor),yes -- inspected this slice,n/a,none found this slice,not audited exhaustively this slice,1,LOW -- no held candidates share this boundary,none known,LOW -- single route; requires deriving tenant server-side instead of trusting the Query param,HIGH,HIGH,HIGH
platform_commerce_deposit,LOW -- service layer already asserts tenant ownership (_assert_owns_tenant_deposit),n/a (no delete-by-id route in this set),none,HIGH -- security deposit/payment routes,no,YES -- initiate_deposit calls an external payment gateway (Razorpay),MEDIUM (billing data),HIGH (financial audit trail),NO -- cross-tenant already blocked at the service layer (directly inspected),NO -- ownership assertion present and inspected,yes -- inspected this slice,none found,not audited exhaustively this slice,not audited exhaustively this slice,3,LOW -- no held candidates share this boundary,none known,LOW -- only the access-scope guard needs adding; cross-tenant path already closed,HIGH,MEDIUM (3 routes, but only an access-scope guard swap; low structural risk left),MEDIUM
enterprise_grid_saved_views,LOW -- tenant_id passed to service and used for tenant_shared visibility scoping,MEDIUM -- delete exists but service-layer owner_user_id check is present (inspected),none,none,no,no,LOW-MEDIUM (user-created view configs, not customer PII),LOW,NO (tenant derived from UserContext server-side),PARTIAL -- update/delete check owner_user_id; set_default does NOT re-check ownership before mutating is_default (directly inspected),yes -- inspected this slice (partial gap found in set_default),none found,not audited exhaustively this slice,4,LOW -- no held candidates share this boundary,none known,MEDIUM -- set_default needs a real ownership-check fix, not just a guard swap,HIGH,MEDIUM,MEDIUM
enterprise_grid_preferences_exports,UNKNOWN -- ColumnPreferenceService/ExportService not read this slice,n/a,none,none,YES -- create_export is a bulk data-export action,possibly (export file generation/storage),MEDIUM-HIGH -- bulk export of tenant/customer data has real privacy exposure,HIGH -- export capability is an audit/compliance-relevant surface,UNKNOWN -- not inspected this slice,UNKNOWN -- not inspected this slice,NOT inspected this slice,UNKNOWN,none found this slice,UNKNOWN,2,LOW -- no held candidates share this boundary,none known,MEDIUM-HIGH -- requires reading two unaudited services before a guard-only fix can be trusted,MEDIUM,MEDIUM,MEDIUM (real risk plausible but unproven this slice -- do not infer from route guards alone)
admin_catalog_provider_setup,LOW -- require_technician already restricts to the technician-persona role; cross-tenant risk not evaluated at object level this slice,n/a,none,none,no,no,LOW,LOW,UNKNOWN -- object/tenant scoping not inspected in the 3 underlying services this slice,UNKNOWN -- not inspected this slice,NOT inspected this slice,UNKNOWN,none found this slice,UNKNOWN,4,LOW -- no held candidates share this boundary,none known,MEDIUM -- spans 3 separate router files despite one guard-family fix,MEDIUM,LOW-MEDIUM,LOW-MEDIUM
profile_technician_self_service,LOW -- require_technician restricts role; object scoping not inspected this slice,n/a,none,none,no,no,LOW,LOW,UNKNOWN -- not inspected this slice,UNKNOWN -- not inspected this slice,NOT inspected this slice,UNKNOWN,none found this slice,UNKNOWN,3,LOW,none known,LOW -- single file, single dependency factory,MEDIUM,LOW-MEDIUM,LOW-MEDIUM
marketing_automation_provider,LOW -- confirmed only get_current_user (any role); tenant scoping not inspected in service this slice,n/a,none,none,no,no (marketing asset/campaign generation),LOW-MEDIUM,LOW,UNKNOWN -- not inspected this slice,UNKNOWN -- not inspected this slice,NOT inspected this slice,UNKNOWN,none found this slice,UNKNOWN,3,LOW,none known,LOW -- single file,MEDIUM,LOW-MEDIUM,LOW-MEDIUM
profile_universal_self_service,LOW -- self-service by design; canonical notes tenant=actor.tenant_id but not independently re-verified this slice,n/a,none,none,no,no,LOW,LOW,NOT independently verified this slice,n/a (self-only mutation, no distinct object),NOT inspected this slice,UNKNOWN,none found this slice,UNKNOWN,1,LOW,PRODUCT DECISION -- should self-service /me/profile require ANY role/permission check, or is unrestricted-role self-service correct by design?,LOW,MEDIUM,LOW
analytics_provider_reports,LOW -- confirmed only get_current_user; tenant scoping not inspected in service this slice,n/a,none,none,POSSIBLY -- report generation may aggregate multiple rows (not confirmed),no,LOW-MEDIUM (report contents unknown),LOW-MEDIUM,UNKNOWN -- not inspected this slice,UNKNOWN -- not inspected this slice,NOT inspected this slice,UNKNOWN,none found this slice,UNKNOWN,1,LOW,none known,LOW -- single route,MEDIUM,LOW-MEDIUM,LOW-MEDIUM
rag_query,LOW -- canonical notes tenant=u.tenant_id (server-derived); not independently re-verified this slice,n/a,none,none,no,YES -- likely calls an external/internal LLM or vector-search backend (not confirmed),LOW-MEDIUM (query content may reference tenant data),LOW,NOT independently verified this slice,UNKNOWN -- not inspected this slice,NOT inspected this slice,UNKNOWN,none found this slice,UNKNOWN,1,LOW,none known,LOW -- single route,MEDIUM,LOW-MEDIUM,LOW-MEDIUM
